mu_feedback;init_stress_influx;init_influx;mu_stress_influx;ad;Npop;zmax;init_feedback;cue_NP;cue_P;seed;gamma2;mu_influx;sNP2P_2;u;sP2NP_2;sNP2P_1;sP2NP_1;aP;gamma1;r;s0;dmax;generation;freq_P;mean_feedback;mean_stress_influx;mean_influx;mean_hormone;mean_damage;var_feedback;var_stress_influx;var_influx;var_hormone;var_damage;file
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;862362841;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0682;0.900135;0.688532;8.364;9.06532;73.2811;0.00102985;0.00258854;0.00276388;2.76828;784.668;./core_451/sim_stress_27_2_2019_172333_861791085
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;777457093;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.1138;0.995854;2.75537;0.00291918;0.334045;28.8263;5.00087e-05;0.00520053;3.90182e-05;0.80151;552.432;./core_452/sim_stress_27_2_2019_172333_776999395
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;849102425;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0296;0.443986;6.10315;6.70752;15.8818;15.555;0.00287777;0.00609971;0.0142276;15.7774;16.3636;./core_453/sim_stress_27_2_2019_172333_848767814
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;852980785;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0528;0.369102;2.82186;5.69984;15.1285;29.4063;0.0021716;0.00969093;0.00816618;16.7895;81.1543;./core_454/sim_stress_27_2_2019_172333_852561304
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;861976535;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0824;0.994543;6.29503;0.00445258;0.640931;12.5254;5.80602e-05;0.00544233;5.39511e-05;3.58482;511.82;./core_455/sim_stress_27_2_2019_172333_861385277
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;811331825;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0362;0.391539;7.14346;4.11524;11.5734;6.41019;0.00142139;0.00207125;0.0425798;12.405;3.72212;./core_456/sim_stress_27_2_2019_172333_810917809
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;972782373;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0474;0.354484;7.70506;4.01448;12.4327;13.7734;0.0019707;0.0087043;0.0105818;19.009;23.1934;./core_457/sim_stress_27_2_2019_172333_972389645
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;827249441;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0952;0.994132;9.04755;0.00627657;0.941528;10.4221;6.47243e-05;0.00183805;7.11986e-05;7.55846;773.572;./core_458/sim_stress_27_2_2019_172337_826815812
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;738842974;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.041;0.587857;0.0356557;6.53557;10.8457;46.3485;0.00301964;0.00050105;0.00482246;3.73003;243.897;./core_459/sim_stress_27_2_2019_172337_738348149
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;698659206;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0558;0.762649;0.0410085;7.23669;9.25075;75.1274;0.00138904;0.000664714;0.00425782;2.16803;695.039;./core_460/sim_stress_27_2_2019_172337_698236262
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;803560465;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0952;0.961698;0.0210553;0.951237;0.982962;88.9062;0.000490476;0.00026567;0.00114147;0.0112721;412.82;./core_461/sim_stress_27_2_2019_172337_803195931
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;714180620;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0294;0.485728;3.07649;7.47505;15.418;15.0602;0.00166988;0.0045822;0.0033738;9.39261;11.6621;./core_462/sim_stress_27_2_2019_172337_713785964
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;785193654;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0336;0.562138;3.31637;7.92799;14.316;27.9375;0.0032712;0.00527045;0.0178664;8.3105;39.2101;./core_463/sim_stress_27_2_2019_172337_784765835
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;650921266;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.064;0.991421;5.33163;0.0219937;0.675512;12.7718;0.000117254;0.00324561;0.000343235;3.04782;510.412;./core_464/sim_stress_27_2_2019_172337_650517894
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;315808700;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.045;0.619484;9.49305;3.38741;6.95087;3.84875;0.00792232;0.00640764;0.00534309;12.6255;3.55686;./core_465/sim_stress_27_2_2019_172338_315328320
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;794417428;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.031;0.564638;8.85382;4.62572;9.44182;10.4608;0.00391914;0.00877794;0.013306;12.3455;14.2449;./core_466/sim_stress_27_2_2019_172337_793835091
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;431425716;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0688;0.989904;8.88478;0.025457;1.11971;12.2541;0.000115425;0.00148799;0.000366351;8.50297;892.257;./core_467/sim_stress_27_2_2019_172337_431096824
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;547073695;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.1234;0.879752;0.0544569;7.2415;7.79508;28.8028;0.00302295;0.000842313;0.00565501;3.63826;176.735;./core_468/sim_stress_27_2_2019_172337_546689603
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;538079283;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.1314;0.912273;0.0699211;7.98071;8.32764;57.7373;0.00178401;0.00292258;0.00218751;3.58435;715.344;./core_469/sim_stress_27_2_2019_172337_537666652
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;578833574;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.2714;0.995833;2.64428;0.00311093;0.476263;34.4022;4.39911e-05;0.0104424;3.74202e-05;1.02645;704.085;./core_470/sim_stress_27_2_2019_172337_578441360
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;819493007;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.1678;0.419909;0.0573106;5.5383;11.1906;10.4141;0.00251871;0.00195101;0.00827409;16.185;19.8824;./core_471/sim_stress_27_2_2019_172337_819187292
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;745588554;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.1492;0.250932;0.155402;3.57067;11.8761;22.6834;0.00100691;0.00210816;0.00553591;20.4597;95.4359;./core_472/sim_stress_27_2_2019_172337_745214001
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;700855396;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.2478;0.994359;6.59688;0.00659929;1.0797;19.7735;6.92688e-05;0.00109679;7.67309e-05;5.91319;845.408;./core_473/sim_stress_27_2_2019_172337_700380530
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;775455714;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.1148;0.482975;7.89456;5.03506;10.9814;6.06038;0.00264957;0.00953243;0.00562451;19.2044;5.78198;./core_474/sim_stress_27_2_2019_172337_622937675
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;686713258;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.1838;0.0879481;8.05703;0.0166525;5.97629;6.57263;0.000642735;0.00188319;0.000153229;41.6279;50.1728;./core_475/sim_stress_27_2_2019_172337_686196354
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;810935982;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.2106;0.990656;9.01667;0.00680635;1.31193;14.3832;0.000170926;0.00272988;8.34141e-05;10.0095;1031.28;./core_476/sim_stress_27_2_2019_172337_810482868
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;726216887;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.1804;0.819506;0.0696803;6.26227;7.1408;23.4704;0.00507415;0.00129842;0.00278924;3.73279;161.331;./core_477/sim_stress_27_2_2019_172337_725907352
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;597479243;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.1352;0.865345;0.0446239;6.64787;7.29188;51.551;0.00367531;0.000551313;0.0044951;3.10239;607.483;./core_478/sim_stress_27_2_2019_172337_597136992
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;797382414;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.2204;0.951283;0.0238127;0.95486;0.980769;78.61;0.000537745;0.000221999;0.000766054;0.0290681;764.204;./core_479/sim_stress_27_2_2019_172337_796996948
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;594074279;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.1416;0.695953;0.103248;9.13189;11.9512;11.3463;0.00163501;0.00170124;0.0129946;12.1673;14.8818;./core_480/sim_stress_27_2_2019_172337_593697605
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;649525037;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.1586;0.637314;0.0479834;9.58831;13.338;24.7551;0.00294124;0.00137776;0.00264315;18.8683;92.6463;./core_481/sim_stress_27_2_2019_172337_649176892
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;494686927;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.2178;0.989029;5.29317;0.0286199;1.18898;20.7837;0.000151457;0.0028025;0.000613718;4.79911;836.375;./core_482/sim_stress_27_2_2019_172337_494345508
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;393677139;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.13;0.599935;8.10427;3.7598;7.51832;4.13955;0.005413;0.00905921;0.00293861;15.7145;4.52378;./core_483/sim_stress_27_2_2019_172338_393248752
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;771707309;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.1522;0.545639;5.44254;5.48912;10.1725;11.1905;0.00235208;0.0115088;0.00645918;16.2767;19.8261;./core_484/sim_stress_27_2_2019_172337_771188843
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;550881725;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.152;0.990145;8.9512;0.0177233;1.53887;16.8458;0.000100471;0.0079187;0.00029541;11.2839;1200.61;./core_485/sim_stress_27_2_2019_172337_550501277
