mu_feedback;init_stress_influx;init_influx;mu_stress_influx;ad;Npop;zmax;init_feedback;cue_NP;cue_P;seed;gamma2;mu_influx;sNP2P_2;u;sP2NP_2;sNP2P_1;sP2NP_1;aP;gamma1;r;s0;dmax;generation;freq_P;mean_feedback;mean_stress_influx;mean_influx;mean_hormone;mean_damage;var_feedback;var_stress_influx;var_influx;var_hormone;var_damage;file
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;725741910;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.1584;0.944939;0.0373204;0.920864;0.968405;82.7383;0.000963993;0.000646342;0.000972837;0.0155389;605.547;./core_83/sim_stress_27_2_2019_172308_725171505
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;88422354;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0774;0.260561;0.0701074;5.5354;18.8078;18.2201;0.00138867;0.00179574;0.00792417;42.183;50.4678;./core_84/sim_stress_27_2_2019_172309_87825136
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;897870769;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0482;0.319081;0.135339;6.42839;18.9519;36.8987;0.00264512;0.00262155;0.0102913;28.1888;135.245;./core_85/sim_stress_27_2_2019_172308_897048113
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;836271038;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.122;0.989444;5.10237;0.0244668;0.811593;14.7433;0.000125427;0.0066841;0.000249437;3.38625;599.743;./core_86/sim_stress_27_2_2019_172308_835822210
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;752369721;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0756;0.417688;5.72173;5.65576;13.7425;7.59425;0.00241479;0.00534631;0.018685;21.2392;6.55094;./core_87/sim_stress_27_2_2019_172308_751993651
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;469507295;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0724;0.410204;7.52633;4.8876;12.7946;14.1372;0.00401473;0.00985447;0.0147063;23.5657;28.5521;./core_88/sim_stress_27_2_2019_172309_447664855
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;903294156;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0956;0.980428;8.79862;0.0185978;1.25551;13.708;0.000212026;0.00150646;0.000334525;9.3043;982.356;./core_89/sim_stress_27_2_2019_172308_902934680
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;458566070;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.2888;0.963258;0.0543402;9.81599;9.03825;25.5292;0.000657692;0.00130582;0.0141992;10.3241;276.106;./core_90/sim_stress_27_2_2019_172309_457542748
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;421820007;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.2938;0.945544;0.0470858;8.91215;8.34342;46.9039;0.00114562;0.000669658;0.00973426;8.85058;950.646;./core_91/sim_stress_27_2_2019_172309_421481860
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;158073938;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.458;0.99534;2.10103;0.00171034;0.518678;34.7404;5.6456e-05;0.000526162;1.44828e-05;0.818545;779.668;./core_92/sim_stress_27_2_2019_172309_157583537
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;998887665;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.1892;0.231323;0.123327;4.16229;13.7165;12.8387;0.000866558;0.0060286;0.00193823;36.5099;42.7703;./core_93/sim_stress_27_2_2019_172308_998505312
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;247833084;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.2478;0.16843;0.0381509;3.29925;12.6356;23.261;0.000816602;0.000845347;0.00479776;49.4857;220.421;./core_94/sim_stress_27_2_2019_172309_247489657
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;93628432;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.4026;0.995111;5.92089;0.00406801;1.24285;22.7145;4.95839e-05;0.019842;4.41509e-05;5.79091;897.98;./core_95/sim_stress_27_2_2019_172309_93281956
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;163176366;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.1754;0.287427;2.26123;5.8874;16.773;9.23838;0.00171042;0.024594;0.00992061;50.116;15.8598;./core_96/sim_stress_27_2_2019_172309_162635585
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;94412304;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.1646;0.459376;0.471349;9.24338;17.3546;19.1311;0.00292619;0.00319583;0.00247347;41.4657;52.7621;./core_97/sim_stress_27_2_2019_172309_93823696
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;826008397;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.3976;0.996639;8.9453;0.00497754;1.74858;19.1686;3.88596e-05;0.00420492;6.45172e-05;12.5377;1296.55;./core_98/sim_stress_27_2_2019_172308_825545262
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;766848316;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.2172;0.945935;0.0471187;9.0378;8.7803;27.9117;0.00112058;0.000975007;0.0140596;6.76522;232.958;./core_99/sim_stress_27_2_2019_172308_766432070
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;794460343;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.2466;0.952805;0.0284045;9.01948;8.63605;51.5355;0.000624472;0.000628309;0.0344243;7.04825;971.144;./core_100/sim_stress_27_2_2019_172308_793940448
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;900857362;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.447;0.988831;1.36338;0.014632;0.529551;32.7432;0.000129491;0.00390112;0.000231791;0.441799;742.136;./core_101/sim_stress_27_2_2019_172308_900300099
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;727630684;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.2436;0.470794;0.129757;8.46434;14.6329;13.5386;0.00139055;0.00342843;0.00324431;36.2375;43.1718;./core_102/sim_stress_27_2_2019_172308_727188051
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;91441458;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.1866;0.212537;0.0465072;3.87818;13.9103;26.2183;0.000786658;0.000952318;0.00184171;36.7374;170.992;./core_103/sim_stress_27_2_2019_172309_90996748
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;88531995;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.3686;0.990249;5.18725;0.0194802;1.55178;26.8625;0.000114485;0.0054185;0.000285384;5.6328;1115.23;./core_104/sim_stress_27_2_2019_172309_88054706
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;978641784;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.202;0.390874;4.41018;5.5002;12.6923;6.9678;0.00170431;0.00707508;0.00808307;29.2116;9.10657;./core_105/sim_stress_27_2_2019_172308_978322736
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;971269980;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.2456;0.469973;4.59314;6.91493;13.095;14.3449;0.00533382;0.0153155;0.00477279;37.0457;45.7938;./core_106/sim_stress_27_2_2019_172308_970898330
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;835320005;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.249;0.984332;8.87916;0.0235673;1.94849;21.2214;0.000154348;0.00700868;0.000344256;13.4307;1440.46;./core_107/sim_stress_27_2_2019_172308_834782295
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;390655876;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.01;0.239695;8.60649;4.76263;22.2386;90.7715;0.000413462;0.007656;0.00299547;28.5694;512.422;./core_108/sim_stress_27_2_2019_172309_390170849
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;93118610;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.01;0.5058;7.41546;4.84268;10.7314;92.7834;0.000672856;0.0066352;0.004101;7.26042;311.559;./core_109/sim_stress_27_2_2019_172309_92580920
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;507754527;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0274;0.989253;5.57399;0.278659;0.793796;60.2987;0.000126863;0.00155335;0.00232237;2.57597;572.166;./core_110/sim_stress_27_2_2019_172309_507330322
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;473511337;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.002;0.0146076;11.2871;5.73605;91.9199;91.0587;0.000162944;0.0229568;0.00510688;495.41;558.07;./core_111/sim_stress_27_2_2019_172309_473087418
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;358475739;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0024;0.109994;9.69901;5.90664;57.959;93.7527;0.000303092;0.00664103;0.00164833;253.335;324.281;./core_112/sim_stress_27_2_2019_172309_357984870
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;151798837;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0192;0.981598;6.70414;4.91939;5.55781;98.3624;0.000213406;0.00318986;0.00306165;3.71803;84.5141;./core_113/sim_stress_27_2_2019_172309_151465412
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;234973856;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0008;0.0151947;9.95811;5.897;94.3035;52.3476;0.00017296;0.00397261;0.016051;325.933;102.485;./core_114/sim_stress_27_2_2019_172309_234625714
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;224974949;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0002;0.0141319;10.0249;6.01093;95.837;96.2265;0.00019326;0.0326982;0.00721362;265.104;246.777;./core_115/sim_stress_27_2_2019_172309_224456897
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;270050971;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0144;0.954262;7.37114;1.99102;2.73619;30.3054;0.000983469;0.00458503;0.00250736;4.25333;425.786;./core_116/sim_stress_27_2_2019_172309_269528549
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;144565018;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0052;0.244702;8.11001;5.04296;22.9957;94.2361;0.000549364;0.0083623;0.00487906;24.1129;318.187;./core_117/sim_stress_27_2_2019_172309_95578352
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;958146975;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.012;0.500261;6.1694;4.85204;10.6375;93.8433;0.000656449;0.00401572;0.00351133;5.59779;292.722;./core_118/sim_stress_27_2_2019_172308_957661501
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;938513824;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0256;0.984836;3.86123;0.458393;0.833712;68.3361;0.000178772;0.00182677;0.00396041;1.29097;410.588;./core_119/sim_stress_27_2_2019_172308_937966661
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;987189785;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0008;0.0206174;10.4412;6.10291;93.142;92.291;0.000211026;0.0167528;0.00377773;373.054;436.288;./core_120/sim_stress_27_2_2019_172308_986730894
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;36790888;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0012;0.096667;9.9816;5.42773;61.3858;94.6369;0.00030532;0.0208435;0.00234093;286.523;258.559;./core_121/sim_stress_27_2_2019_172309_36254311
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;479205917;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0176;0.978481;5.07056;4.83436;5.38594;97.5355;0.000377668;0.0108678;0.00414685;2.34189;77.9796;./core_122/sim_stress_27_2_2019_172309_478890187
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;241016043;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0002;0.0162791;10.1177;5.97194;95.4801;53.0127;0.000163673;0.0250118;0.0153209;286.028;89.7762;./core_123/sim_stress_27_2_2019_172309_240617966
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;448642690;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0004;0.0240845;9.84931;6.30142;91.9706;92.7658;0.000279874;0.00331573;0.003562;474.954;444.805;./core_124/sim_stress_27_2_2019_172309_448119643
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;408584783;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0136;0.969046;8.13726;0.509768;1.30142;14.3337;0.000404989;0.00559028;0.0048662;5.62532;577.95;./core_125/sim_stress_27_2_2019_172309_408245685
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;453788513;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0618;0.544084;0.0489293;6.69633;11.8184;49.002;0.00365813;0.00190299;0.0107919;6.94191;402.502;./core_126/sim_stress_27_2_2019_172309_453279466
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;341783014;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0434;0.923963;0.524397;8.4955;9.06791;75.9283;0.00156822;0.00178796;0.00708492;1.82398;618.133;./core_127/sim_stress_27_2_2019_172309_341242902
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;647806424;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.1186;0.995745;2.71293;0.00289079;0.34203;28.2511;4.20243e-05;0.0123867;3.67306e-05;0.805743;543.528;./core_128/sim_stress_27_2_2019_172309_647472408
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;458372879;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0456;0.444196;3.22678;6.76438;14.9417;14.4967;0.00159184;0.00761517;0.00745089;12.8073;16.3251;./core_129/sim_stress_27_2_2019_172309_457820144
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;756247184;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0316;0.317127;3.63561;5.23834;16.6659;32.6676;0.000845438;0.00432256;0.00285732;13.9498;66.5354;./core_130/sim_stress_27_2_2019_172309_755793522
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;782938429;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0916;0.995129;6.31099;0.00394873;0.684121;13.0316;6.55001e-05;0.0155831;3.78659e-05;3.82711;550.826;./core_131/sim_stress_27_2_2019_172309_782515123
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;626958375;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0316;0.469678;8.28607;5.20325;12.1888;6.75469;0.001058;0.043786;0.0158709;12.2144;3.59956;./core_132/sim_stress_27_2_2019_172309_626595930
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;478203156;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0418;0.435663;8.23218;4.44068;11.4742;12.7164;0.00333067;0.00635751;0.0028839;14.5558;17.3833;./core_133/sim_stress_27_2_2019_172309_477756417
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;700710867;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0842;0.993826;9.07371;0.00545921;0.935937;10.3162;7.66908e-05;0.00743992;5.86816e-05;7.55074;767.384;./core_134/sim_stress_27_2_2019_172309_700199171
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;599043122;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0522;0.482895;0.0518624;6.32053;12.5459;50.2862;0.00430069;0.00186768;0.00574619;7.75617;464.138;./core_135/sim_stress_27_2_2019_172309_598388734
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;627531295;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0416;0.868361;0.0335017;7.89699;8.94598;77.9006;0.00155851;0.000558586;0.00181302;1.52806;511.363;./core_136/sim_stress_27_2_2019_172309_627037491
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;451821586;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.1112;0.974865;0.0197185;0.96423;0.976984;86.9994;0.000310775;0.000272791;0.000682309;0.0162263;499.219;./core_137/sim_stress_27_2_2019_172309_451430619
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;418925654;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0562;0.445231;1.60145;7.43863;16.1086;15.6098;0.00328427;0.00806297;0.00452443;17.4046;21.4683;./core_138/sim_stress_27_2_2019_172309_418455646
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;416175781;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0472;0.567029;3.56091;7.95794;14.2934;27.8779;0.00737892;0.00722997;0.00468458;14.0579;62.1032;./core_139/sim_stress_27_2_2019_172309_415665851
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;417490964;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.5;0.5;100;5000000;0.094;0.986921;5.32256;0.0207172;0.768499;14.1871;0.000162779;0.00211408;0.000242322;3.40865;568.337;./core_140/sim_stress_27_2_2019_172309_416992627
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;875877370;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0414;0.575533;7.61845;5.31852;10.1953;5.64235;0.00437667;0.00446043;0.00222174;11.9853;3.53304;./core_141/sim_stress_27_2_2019_172309_875362795
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;681366437;0.1;0.02;0.04;1;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0566;0.661494;9.64395;3.55715;6.77948;7.4927;0.00304682;0.00663813;0.00558503;13.0912;14.5793;./core_142/sim_stress_27_2_2019_172309_680916267
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;910660055;0.1;0.02;0.04;10;0.2;0.02;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0722;0.986001;8.83301;0.0152854;1.14308;12.5137;0.000198658;0.00320906;0.000186093;8.63868;899.382;./core_143/sim_stress_27_2_2019_172309_910302316
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;895490324;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.1862;0.922319;0.0647774;6.87895;6.97649;22.9768;0.00142939;0.00199102;0.021123;3.37698;149.779;./core_144/sim_stress_27_2_2019_172309_894978517
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;830733391;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.2012;0.884719;0.0475998;7.06459;7.39677;48.1727;0.00306224;0.00124802;0.00321373;4.39065;716.434;./core_145/sim_stress_27_2_2019_172309_830343524
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;838392904;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.2546;0.99518;2.72116;0.00274046;0.480876;34.5736;5.3375e-05;0.0135058;2.90387e-05;1.07226;759.331;./core_146/sim_stress_27_2_2019_172309_826825157
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;766149160;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.1514;0.433966;0.0713166;6.95366;13.5962;12.6453;0.00228059;0.00209222;0.00130872;24.176;29.4952;./core_147/sim_stress_27_2_2019_172309_765740027
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;44575210;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.1472;0.323608;0.0318957;5.10631;13.0114;24.4182;0.00120717;0.000799951;0.00635297;23.7365;118.179;./core_148/sim_stress_27_2_2019_172309_998873692
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;974467540;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.2524;0.995684;6.33854;0.00297014;1.03584;18.7624;4.99285e-05;0.00855798;2.83173e-05;5.46847;781.984;./core_149/sim_stress_27_2_2019_172309_974053410
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;902599489;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.1684;0.0430839;6.25517;0.13398;7.78494;4.28693;0.00045803;0.00349185;0.0019728;57.5957;17.5847;./core_150/sim_stress_27_2_2019_172309_902140526
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;891296214;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.1226;0.513525;8.1677;4.51353;9.52962;10.5027;0.00297262;0.00531189;0.0034865;17.3872;20.6268;./core_151/sim_stress_27_2_2019_172309_890749130
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;114684815;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.1934;0.995005;9.105;0.00776758;1.27203;14.0756;4.49852e-05;0.00174304;9.79178e-05;9.88697;1023.66;./core_152/sim_stress_27_2_2019_172310_98893612
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;104322074;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.183;0.75109;0.0347529;5.7903;7.1095;24.1891;0.00332652;0.000450106;0.00404014;4.04796;178.029;./core_153/sim_stress_27_2_2019_172310_103994142
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;54188407;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.1536;0.953713;0.0443779;7.2545;7.24462;48.9656;0.000813782;0.00122794;0.00235708;2.621;576.501;./core_154/sim_stress_27_2_2019_172310_53822508
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;825908406;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.1;0.5;100;5000000;0.2718;0.949855;0.0278682;0.961647;0.989461;77.4729;0.000792953;0.000498727;0.00210321;0.0338205;862.299;./core_155/sim_stress_27_2_2019_172309_825592428
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;943645810;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.137;0.438807;0.0630746;6.09034;12.1138;11.3969;0.00270572;0.0016754;0.00291639;17.8717;22.0155;./core_156/sim_stress_27_2_2019_172309_943223194
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;91291587;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.1144;0.453559;0.0567273;6.94695;13.6434;25.8268;0.0021849;0.00238192;0.00246966;17.4275;88.1293;./core_157/sim_stress_27_2_2019_172310_90763952
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;105397987;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.5;0.5;100;5000000;0.2244;0.982306;5.45967;0.015854;1.23387;22.0854;0.000164844;0.0058974;0.000213919;5.16184;910.693;./core_158/sim_stress_27_2_2019_172310_104871754
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;35637054;0.1;0.02;0.1;0.5;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0982;0.93013;9.98004;5.31187;6.87351;3.78292;0.000815695;0.00326085;0.00656511;14.9173;4.03327;./core_159/sim_stress_27_2_2019_172310_35202893
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;986136372;0.1;0.02;0.1;1;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0942;0.621673;7.55136;5.06831;9.08028;10.0226;0.00338284;0.0178413;0.00511169;13.1562;15.3755;./core_160/sim_stress_27_2_2019_172309_985631731
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;992392787;0.1;0.02;0.1;10;0.2;0.05;0.1;0.5;0.1;0.9;0.5;100;5000000;0.1504;0.982842;8.78859;0.0272686;1.51184;16.5674;0.000191384;0.000758765;0.000447052;10.8238;1151.61;./core_161/sim_stress_27_2_2019_172309_991886557
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;957492;0.1;0.02;0.01;0.5;0.02;0.005;0.01;0.5;0.1;0.1;0.5;100;5000000;0.0196;0.250177;7.65819;4.93339;21.453;89.4076;0.000374342;0.00407597;0.00340007;24.2023;591.158;./core_162/sim_stress_27_2_2019_172309_483958
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;36753380;0.1;0.02;0.01;1;0.02;0.005;0.01;0.5;0.1;0.1;0.5;100;5000000;0.0216;0.645401;6.03646;5.99885;9.89061;91.3688;0.000895547;0.00756965;0.0052083;4.24232;326.864;./core_163/sim_stress_27_2_2019_172310_36193809
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;763580131;0.1;0.02;0.01;10;0.02;0.005;0.01;0.5;0.1;0.1;0.5;100;5000000;0.0984;0.996099;2.0578;0.00220297;0.227247;20.1776;3.87242e-05;0.003946;2.41448e-05;0.412223;381.728;./core_164/sim_stress_27_2_2019_172323_763232883
